accent,latitude,longitude
41408,48.3881345,13.6471129
41407,48.5052032,13.7325696
41406,48.3494153,13.478084
41405,48.279528,13.6272639
41404,48.41517,13.569758
41403,48.4691835,13.4599254
41402,48.3729785,13.5783677
41401,48.321527950000004,13.689680668727041
41346,48.5700194,14.1100556
41345,48.5426689,14.1422094
41344,48.5723052,13.9908156
41343,48.6443258,13.9688049
41342,48.6751701,13.9105182
41341,48.7306113,13.8342191
41338,48.5460405,13.9050005
41337,48.4678392,14.1636367
41336,48.471423,14.0441306
41334,48.5024482,14.0809255
41333,48.6193959,14.0310317
41332,48.4154111,14.038845
41331,48.4883264,14.1305036
41329,48.5288075,13.756264
41328,48.5165615,13.8733381
41327,48.5037628,13.826212
41326,48.6177619,13.8940252
41325,48.6028385,13.9454044
41324,48.5528498,13.7704852
41323,48.4511133,14.0853374
41322,48.465311,13.8809951
41321,48.4842345,13.9997079
41320,48.628449,13.8460924
41319,48.59740705,14.044335103185517
41318,48.4948817,13.894292
41317,48.6051348,13.8415212
41316,48.45636,13.9923033
41315,48.6955597,13.8803764
41314,48.44404455,13.936606702571638
41313,48.6585011,13.8667836
41312,48.4828885,13.8107092
41311,48.5175681,13.9154472
41309,48.5752502,14.041319
41307,48.5444132,14.0525328
41306,48.539089,13.869988
41305,48.5248776,13.9948969
41304,48.4853254,13.9690173
41236,48.22390665,13.379409779247368
41235,48.2767056,13.3734206
41234,48.1351134,13.4280634
41233,48.2753967,13.4620569
41232,48.2315195,13.4974623
41231,48.2635327,13.5746936
41230,48.2608261,13.4169031
41229,48.1459319,13.4650203
41228,48.2932421,13.4386654
41227,48.1820076,13.5793678
41226,48.2928219,13.3336792
41225,48.2085868,13.48839
41224,48.3355603,13.3609491
41223,48.1402426,13.4861295
41222,48.2376023,13.5475713
41221,48.1544877,13.4845914
41220,48.3154945,13.4337442
41219,48.3211392,13.3340526
41218,48.1895344,13.4735892
41217,48.2825603,13.2169721
41216,48.3034672,13.3655215
41215,48.1726722,13.3443973
41214,48.2075803,13.4352855
41213,48.1441002,13.4059711
41212,48.3165483,13.5135562
41211,48.2097656,13.3591843
41210,48.2943094,13.2819617
41209,48.1928265,13.5431306
41208,48.2437409,13.3398747
41207,48.2644395,13.292757
41206,48.20067,13.5814
41205,48.240513,13.4291409
41204,48.1556913,13.561891
41203,48.2480649,13.4556185
41202,48.35,13.4
41201,48.2645344,13.5256817
41126,48.2840594,14.6815075
41125,48.2733549,14.948309
41124,48.2741408,14.5817826
41123,48.2080208,14.7895366
41122,48.3125231,14.7618378
41121,48.2332461,14.9057113
41120,48.2718132,14.4485413
41119,48.35948,14.8967303
41118,48.2701907,14.5291869
41117,48.3216248,14.7109188
41116,48.2500898,14.6338102
41115,48.3192979,14.8170064
41114,48.2253622,14.607888
41113,48.267199,14.7132266
41112,48.1852883,14.7095115
41111,48.2404063,14.5162667
41110,48.2729591,14.414374
41109,48.2512861,14.482099
41108,48.2667163,14.8070465
41107,48.224833,14.7825148
41106,48.3180508,14.4728701
41105,48.2271779,14.8551948
41104,48.3064161,14.9080282
41103,48.2091891,14.7451588
41102,48.2285239,14.7036032
41101,48.3015218,14.6510888
41022,48.3235801,14.1921444
41021,47.9484799,13.815004
41020,48.1454559,14.2790556
41019,48.188769,14.1849396
41018,48.1149745,14.2256336
41017,48.2576453,14.2044214
41016,48.2342492,14.1339547
41015,48.160162,14.3391085
41014,48.1379716,14.2284929
41013,48.2072861,14.3816038
41012,48.2793314,14.2487457
41011,48.142235,14.4644653
41010,48.2605254,14.1478085
41009,48.1100081,14.1918548
41008,48.1416786,14.3786659
41007,48.2264661,14.1782774
41006,48.1482307,14.4245338
41005,47.5549145,14.2170959
41004,48.1307378,14.1483274
41003,48.2202092,14.4214667
41002,48.2090744,14.2892608
41001,48.1532097,14.171103
40923,47.7218417,14.3289935
40922,47.9893175,14.1186791
40921,47.7127562,14.2250312
40920,47.9695546,14.2672948
40919,47.8914824,14.0315701
40918,47.6646136,14.3401869
40917,47.9378369,14.1264301
40916,47.7646931,14.2067181
40915,47.7013906,14.2746056
40914,47.7131356,14.3882249
40913,48.0252687,14.0748708
40912,47.9614255,14.0161792
40911,47.9346816,14.178399995193601
40910,47.9717312,14.1633096
40909,47.8861962,14.2572718
40908,47.87735995,14.137569461592385
40907,48.0533652,14.128766
40906,47.8319921,14.1573375
40905,47.905194,14.1244169
40904,47.9263917,14.0780469
40903,47.6998016,14.1554223
40902,47.9201709,14.218059968528115
40901,47.710282,14.3416611
40835,48.3438653,13.7710445
40834,48.2310539,13.6658144
40833,48.1837255,13.7022275
40832,48.2320968,13.9462068
40831,48.329977,13.8570723
40830,48.2450608,13.8032836
40829,48.2469359,13.7487536
40828,48.3523498,13.735973508943253
40827,48.2181486,13.8721178
40826,48.2850564,13.881158
40825,48.2115936,13.7793409
40824,48.3845902,13.87668
40823,48.2055468,13.6800399
40822,48.361082,13.5673654
40821,48.2608182,13.8511669
40820,48.2832333,13.7710172
40818,48.273967,13.7266998
40817,48.4049416,13.7802153
40816,48.39766,13.74806
40815,48.2885249,13.8316159
40814,48.1801743,13.7946825
40813,48.176955,13.859853
40812,48.281649,13.7136379
40811,48.2198237,13.7406401
40810,48.3545372,13.822367
40809,48.1846469,13.641251
40808,48.235011,13.826192
40807,48.1533073,13.6337842
40806,48.1438731,13.7351465
40805,48.2073222,13.8144644
40804,48.3891584,13.82061
40802,48.2303903,13.9194253
40801,48.1869598,13.7417833
40720,48.0035141,13.922837
40719,47.904491,13.9609752
40718,47.8448255,13.7902844
40717,47.749753,13.50269371054506
40716,47.9135494,13.8892579
40715,48.0281477,13.84351130934489
40714,47.9339958,13.7698312
40713,47.9611479,13.7927962
40712,47.5580272,13.685288
40711,47.9825598,13.8225156
40710,47.9706301,13.8992429
40709,47.5621698,13.6486697
40708,47.9357611,13.8453112
40707,47.8529968,13.9571241
40706,47.5851071,13.5362156
40705,47.9185855,13.8003048
40704,47.8122366,13.7741666
40703,47.7115299,13.6239333
40702,47.6272899,13.621019584669174
40701,47.9016069,13.7652213
40627,48.3495852,14.6686399
40626,48.5861953,14.5615088
40625,48.4778598,14.7265174
40624,48.3503176,14.5082316
40623,48.5090478,14.4390297
40622,48.3673201,14.4688722
40621,48.4353993,14.7819491
40620,48.3312957,14.6220747
40619,48.3942053,14.7291061
40618,48.5005571,14.5877251
40617,48.4435644,14.6775974
40616,48.5603578,14.6444023
40615,48.5576408,14.4764598
40614,48.3549825,14.5308031
40613,48.3482252,14.7565283
40612,48.4282164,14.4845341
40611,48.5316536,14.8090428
40610,48.6159172,14.5036113
40609,48.4714029,14.5407634
40608,48.4071814,14.8403296
40607,48.4429634,14.5383884
40606,48.4501386,14.7764569
40605,48.4883044,14.4113247
40604,48.3674201,14.516935
40603,48.4183132,14.6122364
40602,48.5365395,14.536526
40601,48.5112961,14.5047566
40512,48.3368822,13.9570273
40511,48.2519273,14.0372273
40510,48.2640983,13.9298283
40509,48.3374474,13.9995498
40508,48.3164376,13.9072152
40507,48.3098868,14.0067274
40506,48.3623242,14.0030662
40505,48.4098192,13.9165979
40504,48.2836334,14.0296096
40503,48.3082607,14.0203999
40502,48.3620058,14.0191063
40501,48.2877185,14.1071126
40446,48.2344793,13.1787122
40445,48.1931447,12.8760256
40444,48.1947461,13.2119532
40443,48.0786825,12.8267386
40442,48.1788685,12.9691646
40441,48.1188102,13.1554855
40440,48.2088221,13.274959
40439,47.1796446,15.47841248940237
40438,48.2539667,13.0967901
40437,48.0072557,12.8951284
40436,48.1212848,13.2838568
40435,48.1264832,13.0169717
40434,48.2011733,13.2509385
40433,48.2298482,13.2832201
40432,48.1290761,13.083445
40431,48.0754344,13.1445689
40430,48.0070666,13.0840492
40429,48.0157311,13.1284622
40428,48.0459363,12.8303402
40427,48.1787061,13.0474332
40426,48.0681603,13.1833927
40425,48.0453636,12.9891593
40424,48.2076925,13.1646181
40423,48.2765455,13.1620614
40422,48.1889436,13.1346491
40421,48.1030792,13.1503106
40420,48.1393584,13.21758858840733
40419,48.0082716,13.1797199
40418,48.0057448,13.2157714
40417,48.0390964,13.1006814
40416,48.0495048,13.1478812
40415,48.1635227,13.260424195088405
40414,48.13875075,12.849313115734539
40413,48.1562528,13.1189284
40412,48.1340604,13.0080778
40411,48.0444121,12.8824738
40410,48.1306392,12.9395467
40409,48.0902942,12.9379067
40408,48.0521157,12.9114639
40407,48.067519,13.0442071
40406,48.0765942,12.9910444
40405,48.2030339,13.0991177
40404,48.253136,13.039506
40403,48.064017,13.1088305
40402,48.1859879,13.3044761
40401,48.250022,13.2320404
40301,48.1565472,14.0243752
40201,48.0390046,14.4191276
40101,48.3059078,14.286198
32530,48.61913255,15.129198013546404
32529,48.5212726,15.2614322
32528,48.4355527,15.1149979
32525,48.6678555,15.0627581
32524,48.7435601,15.2609944
32523,48.4535595,15.0393918
32522,48.467008,15.2317673
32521,48.5216911,15.0787343
32520,48.62855545,15.378186071710527
32519,48.4623898,14.9658389
32518,48.4234347,15.2212807
32517,48.3752622,15.1493258
32516,48.5753016,14.8838551
32515,48.42041265,15.307820531347678
32514,48.4130943,14.2764418
32511,48.3655105,15.1192168
32509,48.5385247,15.1899397
32508,48.5731094,14.9570948
32506,48.5005674,15.1679934
32505,48.724191,15.4032011
32504,48.7177232,15.2178466
32503,48.3901588,15.0068594
32502,48.4939841,14.955296
32501,48.6972006,15.3289143
32338,47.8540439,16.3260736
32337,47.8644364,16.18021676067013
32336,47.82502605,16.110190871822013
32335,47.6170412,16.2883471
32334,47.80578,16.1432182
32333,47.7223847,16.2332978
32332,47.8689194,16.0552015
32331,47.8675781,15.9823957
32330,47.8608075,16.2486373
32327,47.8994729,16.2463342
32326,47.9458868,15.383665
32325,47.6655698,16.2112386
32324,47.8950935,15.7348247
32323,47.8977953,15.9596373
32322,47.9116889,15.9372977
32321,47.8434019,15.9820844
32320,47.88978675,16.194684994558063
32319,47.8733551,16.1289999
32318,47.8353533,16.2939262
32317,47.5997892,16.1968142
32316,47.7429289,16.2392243
32315,47.4828907,9.9354306
32314,47.503165,16.2979387
32313,47.76804885,16.276906128219643
32312,47.5899998,16.2594523
32311,47.825779350000005,16.051485540442272
32310,47.6610157,16.2824679
32309,47.44763985,16.19624208085498
32308,47.8545821,15.852208886179092
32307,47.8786521,16.2396573
32306,47.7260765,16.2153063
32305,47.8571336,16.3216005
32304,47.8774622,16.372311
32302,47.4954307,16.2340758
32301,47.830279899999994,16.16295171206211
32223,48.7661388,15.2864275
32222,48.938941,15.3522095
32221,48.8084062,15.205325791427441
32220,48.8146165,15.284518
32219,48.7589848,15.1819733
32217,48.8554173,15.2873133
32216,48.8474094,15.4934343
32214,48.8437146,15.1921371
32212,48.7783711,15.479961338349082
32210,48.9302844,15.240086
32209,48.8839197,15.4023897
32207,48.7910991,15.4044521
32206,48.8939655,15.2199923
32203,48.9162587,15.3209854
32202,48.7934937,15.3801711
32144,48.30499,16.323756
32143,48.33346795,16.151143375807838
32142,48.31739315,16.217596341923525
32141,48.3451268,15.9090379
32140,48.32539535,16.177346689299846
32139,48.2541233,15.8603823
32135,48.3311702,16.05179
32134,48.2904507,16.1230974
32132,48.3107392,15.8181794071457
32131,48.2560122,16.0117674
32120,48.2906073,15.9386148
32119,48.3067033,16.0075138
32116,48.301191,16.1459049
32115,48.4183552,15.9461307
32114,48.4319557,15.8986861
32112,48.27744155,16.050874967738835
32110,48.4729569,15.9822875
32109,48.4843669,15.8673467
32107,48.408553,15.7777049
32106,48.43804,15.8186134
32104,48.2914647,15.9058845
32101,48.4001618,15.9803689
32018,48.0770448,15.0630787
32017,48.11519855,15.10632816285096
32016,48.1298877,15.1376585
32015,48.0466867,15.0263057
32014,48.0674438,15.0488188
32013,48.0053866,15.1674871
32012,48.02382995,15.23055459052791
32011,47.958919050000006,15.219774217921845
32010,47.9855984,15.0722841
32009,48.0117296,14.972678
32008,48.05225975,15.134779617930125
32007,47.9280944,15.2872186
32006,48.0646803,15.2183011
32005,47.8606764,15.0270919
32004,47.9675268,14.98300676267798
32003,47.9852034,15.0237254
32002,47.8078195,14.9323104
32001,47.9286915,15.0876554
31954,48.1579894,16.1209769
31953,48.218908299999995,16.092482607635688
31952,48.2076724,16.1772068
31951,48.1792064,16.077089
31950,48.2462043,16.1660014
31949,48.2278911,16.1537402
31948,48.3164285,15.572668764286519
31947,48.1050511,15.6058057
31946,48.262265,15.794457
31945,48.1140284,15.5326299
31943,48.3499106,15.7441868
31941,48.1223494,15.813847
31940,48.307679,15.6414443
31939,47.9458868,15.383665
31938,48.156481299999996,15.49391841913589
31935,48.0657421,15.4687121
31934,48.159505,15.6887284
31932,48.2018046,15.5168991
31930,48.2711067,15.6258750920559
31929,48.1500368,15.5438089
31928,48.3530642,15.6960222
31927,48.14182965,15.891592208763146
31926,48.1970124,15.907098
31925,48.2366127,15.5551978
31923,48.1007111,15.748116500773655
31922,48.182717249999996,15.493860847499356
31921,48.189586,15.930371
31920,47.9954454,15.4008634
31919,48.1834821,15.8171423
31918,48.0255457,15.4327763
31917,48.15401,15.7791863
31916,48.2586538,15.5656447
31915,48.2585513,15.7570191
31913,48.31714905,15.685058948318954
31912,48.2843295,15.6946065
31911,48.2003427,15.4532175
31910,48.2175607,15.4888957
31909,48.0856215,15.49840142067392
31907,48.1992201,15.5538268
31906,47.9823504,15.3256937
31905,48.1729161,15.9850708
31904,48.1005915,15.87687617178537
31903,48.1979315,15.7624204
31902,48.2453416,15.9251028
31901,48.1534694,15.91884
31849,47.799619,16.022638558550366
31848,47.5113072,16.1329802
31847,47.7710398,16.03944255015647
31846,47.6993466,16.0247037
31845,47.7896479,16.0540051
31844,47.6916233,16.0760073
31843,47.2581667,10.1833481
31842,47.72764415,15.881667175010241
31841,47.6028974,15.891551
31840,47.5701852,16.1435083
31839,47.7066007,16.0194688
31838,47.63772535,15.80723481320653
31837,47.6998726,16.1477079
31836,47.8118568,15.7048328
31835,47.730877,16.1720628
31834,47.77690255,15.984339442885668
31833,47.6545995,15.8716054
31832,47.65711225,16.167364103845536
31831,47.778118649999996,16.12176688031677
31830,47.5870539,16.008036
31829,47.6975452,15.838266
31827,47.6431905,15.930157
31826,47.7895615,15.9124064
31825,47.7029294,15.9277244
31823,47.7162157,16.1862518
31821,47.6931375,15.8623556
31820,47.6234492,15.9431615
31818,47.7221147,16.081602
31817,47.7129594,16.0979377
31815,47.5120788,16.0361905
31814,47.6097666,15.9913438
31813,47.7983651,15.9876033
31812,47.6162058,16.1259492
31811,47.674318650000004,16.026076593652697
31810,47.6757858,15.9374085
31809,47.5999085,16.0541958
31808,47.6693834,15.952258
31807,47.5978793,16.1408908
31806,47.6967195,15.9837888
31805,47.6592659,15.8209213
31804,47.73294,16.1398707
31803,47.5558246,16.0321267
31802,47.55210945,16.091602470349354
31801,47.6587198,16.0156484
31726,48.1472945,16.05836605699315
31725,48.083362,16.3143717
31723,48.1216028,16.3370676
31719,48.1191393,16.2651702
31718,48.0298076,16.3791947
31717,48.0855922,16.2833526
31716,48.0974516,16.2837722
31715,48.0686831,16.3561206
31714,48.1555671,16.1746578
31713,48.117198,16.200044
31712,48.0801855,16.239042909866875
31711,48.1116298,16.3622404
31710,48.0486224,16.3132175
31709,48.0454352,16.2778213
31707,48.0970038,16.2363114
31706,48.0545264,16.2012709
31704,48.1070931,16.2836918
31703,48.136317500000004,16.171103334541446
31702,48.0835028,16.346171
31701,48.0803418,16.3865508
31658,48.7612157,16.5782448
31655,48.3829773,16.5181068
31654,48.58659,16.64169
31653,48.7564787,16.5012815
31652,48.6667409,16.3456622
31651,48.42052905,16.490424134688446
31650,48.6513414,16.2972212
31649,48.6767592,16.4861709
31646,48.7244384,16.7221202
31645,48.6499654,16.9001113
31644,48.6678922,16.6291796
31642,48.3645929,16.5407442
31636,48.5510618,16.3985327
31634,48.7209394,16.4924882
31633,48.5694535,16.5720327
31630,48.5336216,16.4914576
31629,48.7125893,16.3745565
31628,48.4881969,16.480665719218873
31627,48.450729499999994,16.479967054584193
31622,48.4469093,16.528404161556075
31621,48.6971132,16.6838
31620,48.627594,16.8282029
31617,48.6442899,16.7242033
31616,48.6636581,16.2470337
31615,48.3569907,16.5694585
31614,48.3613007,16.4659971
31613,48.6151094,16.3975971
31612,48.4779777,16.5895025
31611,48.6517113,16.382297
31609,48.6553651,16.413929
31608,48.7214956,16.5847003
31606,48.7560897,16.6464924
31605,48.360083,16.6029097
31604,48.6916576,16.8699891
31603,48.5860906,16.4970589
31601,48.647373,16.7950882
31553,48.2418775,15.3383505
31552,48.2844137,15.0657749
31551,48.03657855,15.316272944691786
31550,48.1883593,15.26595411313918
31549,48.1772445,15.0852856
31546,48.2911987,15.265677
31543,48.18931355,15.359933913763568
31542,48.2552651,15.37297
31541,48.264682199999996,15.022949181569022
31540,48.165399449999995,15.022378596170727
31539,48.13398925,15.302308032261687
31537,48.1361373,15.2774513
31535,48.3412014,15.2747748
31534,48.3176183,15.1994013
31533,48.2119885,15.2120099
31531,48.1462647,15.1558918
31530,48.1999396,15.109379193305553
31528,48.2241564,14.9829725
31527,48.1405853,15.0591107
31525,48.29613035,15.115893094189683
31524,48.2272068,15.3369992
31523,48.2252539,15.1571646
31522,48.2142911,15.1508476
31521,48.111069,15.3410341
31520,48.2004159,15.4020198
31519,48.2274929,15.2658609
31517,48.2081012,15.1626948
31516,48.2185879,15.2161113
31515,48.07721665,15.308262305606206
31514,48.1006741,15.409716
31513,48.1563311,15.4122359
31511,48.1966607,15.0774224
31509,48.1944951,15.1761359
31508,48.1856816,15.1849295
31507,48.266284549999995,15.46179860085941
31506,48.3260976,14.9830253
31505,48.12520455,14.986796932181033
31504,48.1230784,15.469639
31503,48.151798,15.189295647587937
31502,48.257464999999996,15.215507874704386
31414,47.9298884,15.4897884
31413,48.2285686,15.6587277
31412,48.0438943,15.6703728
31411,47.8537758,15.564561
31410,48.0477731,15.7415074
31409,47.4217532,13.6531171
31408,47.83582795,15.256513421589085
31407,48.0149797,15.5966191
31406,48.45636,13.9923033
31405,48.0241207,15.8980956
31404,47.9105417,15.6198852
31403,48.0348237,15.7711936
31402,48.0488968,15.5677091
31401,47.8717371,15.3756128
31356,48.4646006,15.5734538
31355,48.5199338,15.6964473
31351,48.3972511,15.4695702
31350,48.4317076,15.4339408
31347,48.4500888,15.6034561
31346,48.471718,15.7367004
31344,48.3607561,15.4133906
31343,48.4499628,15.555542
31340,48.59053495,15.549782802265966
31338,48.365262349999995,15.472531522016236
31337,48.4189443,15.656463
31336,48.5732783,15.3317704
31333,48.3545278,15.6183234
31330,46.8583111,13.3451485
31327,48.3937912,15.5788626
31326,48.3035403,15.3437723
31324,48.50085315,15.381229144603662
31323,48.4729363,15.5931017
31322,48.472601,15.676295
31321,48.589971,15.449711
31319,48.5292063,15.4848222
31315,48.46351475,15.719176663457931
31311,48.516682,15.4905293
31310,48.433264,15.6876068
31309,48.374646,15.6131886
31308,48.43946455,15.730154086052206
31304,48.3953879,15.5203111
31303,48.3459461,15.505632564807692
31302,48.4625849,15.3684312
31301,48.3020424,15.389423746266353
31235,48.294579,16.4679227
31234,48.449149,16.3003618
31230,48.3846124,16.2076303
31229,48.3665574,16.3827824
31228,48.4087806,16.0165889
31227,48.3776046,16.2606615
31226,48.44505335,16.161659080536978
31224,48.2766946,16.6099944
31216,48.3774194,16.3198352
31215,48.4205577,16.2464411
31214,48.3096359,16.3572556
31213,48.3440605,16.3334321
31208,48.3943998,16.1027331
31207,48.3877971,16.3717376
31206,48.3327348,16.40673
31205,48.4747327,16.4202786
31204,48.4976829,16.2303134
31203,48.5282016,16.3628114
31202,48.3614175,16.4262364
31201,48.3316817,16.3616015
31130,48.6254128,15.867513131370359
31129,48.7817161,15.8115924
31124,48.6868191,15.7468322
31123,48.6877091,15.597785755208951
31121,48.6353661,15.696094843703957
31120,48.6661866,15.8859882
31119,48.6557003,15.5084295
31117,48.7387213,15.6290739
31114,48.67052345,15.752616720000924
31113,48.8322066,15.7124882
31111,48.7926425,15.5678266
31110,48.74181595,15.541302323345771
31109,48.6636596,15.6563147
31107,48.7974749,15.6724733
31106,48.5951053,15.6594592
31105,48.6432222,15.8162695
31104,48.8483327,15.646721583285071
31103,48.6209661,15.7969533
31102,48.6940456,15.5200816
31101,48.6479626,15.5933893
31053,48.5279373,15.9275559
31052,48.6961487,15.9583751
31051,48.6274252,16.1013122
31043,48.5986049,15.9416906
31042,48.7167956,16.1754518
31041,48.7167804,15.9089336
31038,48.76481205,16.013269728935857
31037,48.7569663,15.9511119
31036,48.5514581,15.8500427
31035,48.7048968,15.8609985
31033,48.6998138,16.0132605
31028,48.6264156,16.21670414600073
31026,48.5706932,15.8259176
31025,48.6730424,16.1841711
31022,48.5625384,16.0798033
31021,48.5126379,15.816257606124626
31019,48.5037435,15.973779062759668
31018,48.7076263,16.0770862
31016,48.8536837,15.8585681
31015,48.7099716,16.1310288
31014,48.6488543,16.0482854
31009,48.60930595,16.028285504009883
31008,48.492749,16.1208031
31001,48.702982,16.0999208
30942,48.7007937,14.8941385
30940,48.72828505,15.016117097560867
30939,48.7234825,14.9037722
30935,48.7933789,15.0689756
30932,48.6645624,14.8394753
30929,48.9660148,15.1484689
30925,48.9443409,15.0453244
30921,48.7233594,15.096899004221012
30920,48.7716533,15.0259648
30917,48.742033,15.1248628
30916,48.8657996,15.1230155
30915,48.9972491,15.0574342
30913,48.7084116,14.7924684
30912,48.6518259,14.9419494
30910,48.6283907,14.8249161
30909,48.74466365,14.923831654463454
30908,48.7729279,14.9861752
30906,48.9164996,15.100324
30904,48.9082022,15.1485817
30903,48.850905749999995,15.005483741256093
30902,48.84428865,15.07748123776691
30865,48.3166581,16.84487175955956
30863,48.5447465,16.7621379
30860,48.3442483,16.7668257
30859,48.4698035,16.7855794
30858,48.2570006,16.7430567
30857,48.4859813,16.6789209
30856,48.3189487,16.6429437
30854,48.4647761,16.7390131
30852,48.356717599999996,16.689004684010797
30850,48.5604539,16.8716591
30849,48.2471795,16.5640326
30848,48.3863701,16.7388956
30846,48.2795355,16.5901388
30845,48.5908816,16.824169302962957
30844,48.1486658,16.7017163
30842,48.2651844,16.7086736
30841,48.6004802,16.7888478
30838,48.42553565,16.682828576759917
30836,48.2666667,16.6333333
30835,48.2778951,16.9097882
30834,48.1526953,16.6606255
30831,48.2254999,16.69066
30830,48.2256655,16.8211797
30829,48.4993469,16.8709089
30828,48.4642356,16.6508678
30827,48.6064895,16.9020685
30826,48.6139237,16.7597613
30825,48.1933853,16.7841394
30824,48.4149793,16.6345029
30822,48.2587443,16.6200089
30821,48.2018,16.5519598
30819,48.246471,16.6405505
30817,48.3403867,16.7187051
30814,48.1811534,16.8837453
30813,48.1459812,16.7966149
30812,48.4372037,16.7862432
30811,48.4717951,16.8499148
30810,48.5401579,16.9013391
30808,48.2959872,16.5568452
30805,48.4526989,16.6002397
30804,48.3732892,16.6357148
30803,48.3790076,16.8289888
30802,48.178118,16.6670298
30801,48.2846585,16.5358577
30741,48.1098611,16.461575
30740,48.10499675,16.5848987032657
30739,48.0713564,16.5828592
30738,48.0835033,16.5274495
30737,48.019531,16.4616136
30736,48.0987185,16.4195246
30735,48.1086178,16.3968086
30734,48.1084153,16.4416573
30733,48.0916809,16.6047086
30732,48.07023185,16.447368939719944
30731,48.0291491,16.4886373
30730,48.1185885,16.6112789
30729,48.0449666,16.5210803
30728,48.1349926,17.0095357
30726,48.0221946,16.6356209
30724,47.991832,16.6579499
30722,48.0939365,16.7962338
30721,48.0661341,16.8594353
30719,48.0750792,16.953124
30718,48.1141485,16.8657834
30716,47.9744729,16.6038027
30715,48.118672,16.9390072
30713,47.9438426,16.5792023
30712,48.0697437,16.7864837
30711,48.10510555,16.68936664826509
30710,48.1466103,16.9422459
30709,48.030202599999996,16.565324175959372
30708,48.06147015,16.730526163309737
30706,48.0831116,16.6065105
30704,48.0255094,16.7790041
30703,48.1028069,17.0373013
30702,48.1341577,16.9059472
30701,47.9223404,16.5585418
30646,47.9242264,16.304181762522553
30645,47.9822076,16.0396616
30641,47.9944012,16.3435915
30639,48.016576650000005,16.315339360625284
30637,47.9500845,16.2815132
30636,47.9589755,16.302319
30635,47.9845791,16.214595
30633,47.9587158,16.5192999
30631,47.9340342,16.2545847
30629,47.9982784,16.5262157
30627,47.9585861,16.0969077
30626,47.9100871,16.3875417
30625,48.0173229,16.2644673
30623,47.9759646,16.3232686
30621,47.9974719,16.4703767
30620,47.9285336,16.216666
30618,47.9513587,16.2285187
30616,48.1081413,15.987766126835384
30615,47.9311604,16.1810091
30614,47.8946978,16.1057941
30613,46.9881998,16.2601459
30612,47.9433308,16.2616119
30609,47.9730092,15.9735087
30608,47.90881645,16.171840026636964
30607,47.96611095,16.39163215125545
30605,47.9455876,16.1093585
30604,48.0076713,16.2343693
30603,47.9655519,16.2148073
30602,48.015706,15.9917879
30601,48.0585791,16.0786108
30544,48.1301309,14.8079598
30543,47.9479529,14.8952028
30542,48.0793981,14.6692809
30541,48.0915707,14.8477591
30539,48.0552209,14.5844344
30538,48.1461305,14.720464783562061
30536,48.1505699,14.893147
30534,48.1434729,14.6503692
30533,48.00147565,14.780380652602346
30532,48.0364443,14.6531199
30531,48.16847735,14.549624526556675
30530,48.02338005,14.605713508763685
30529,48.203854449999994,14.569415884270539
30527,48.13100385,14.949419444507331
30526,47.84189275,14.892818186642405
30524,47.8780194,14.8232542
30522,48.1071177,14.773726304944471
30521,48.193323,14.9030829
30520,48.0574921,14.8553586
30517,48.0292938,14.7675296
30516,47.804154,14.7721536
30515,48.077021,14.459324
30514,48.1118898,14.5660884
30512,48.0941,14.9840728
30511,48.0820061,14.9323555
30510,47.97638,14.630648
30509,48.126951,14.482904
30508,48.2122546,14.4907318
30507,48.0291168,14.708497
30506,48.0344195,14.4978212
30504,48.0728164,14.7493618
30503,48.17457345,14.833117011911085
30502,48.1203262,14.8752424
30501,48.0266596,14.7906625
30401,47.8131847,16.2441166
30301,47.951269499999995,14.744518823180208
30201,48.2043985,15.6229118
30101,48.4108382,15.6003717
21010,46.7882033,14.1123702
21009,46.6980952,14.0090223
21008,46.7480266,14.1812449
21007,47.6975452,15.838266
21006,46.6758288,13.9823604
21005,46.7483816,14.0370853
21004,46.7755171,13.9609809
21003,46.7150055,14.2109604
21002,46.7229178,14.0964965
21001,46.86603,13.981696878110348
20923,46.8390583,14.8452061
20918,46.7008428,14.8694506
20914,46.7185228,14.9163192
20913,47.1491046,13.7930773
20912,47.0076132,14.7399095
20911,46.9385944,14.9238752
20909,46.6415802,14.942053
20905,46.8448946,14.950409096668512
20901,46.9646368,14.7887727
20817,46.6604246,14.6340505
20815,46.53971575,14.616718237467305
20813,46.6153315,14.5761157
20812,46.6588855,14.7722897
20810,46.6428848,14.8873265
20808,46.7038006,14.7308073
20807,46.550058,14.700663534157606
20806,46.5592277,14.5066104
20805,46.55278775,14.766607502723474
20804,46.45608545,14.56467274396056
20803,46.6030806,14.668521260739595
20802,46.7449426,14.6163385
20801,46.5901133,14.7989915
20727,46.624741,13.9321561
20726,46.6826499,13.7225735
20725,46.6151882,14.0450583
20724,46.667731,13.8548482
20723,46.7215055,13.499406
20722,46.5269315,14.05142474667663
20721,46.5898126,14.0200876
20720,46.7118514,13.6370454
20719,46.60095715,13.627258858447325
20713,46.5579642,13.6561888
20712,46.71223,13.6918166
20711,46.5659297,13.8713597
20710,46.735805,13.6258971
20708,46.776339,13.7477023
20707,46.577498,13.606565
20705,46.6245962,13.6871559
20703,46.7301731,13.8507319
20702,46.548718,13.7071246
20701,46.7262172,13.7966273
20644,46.89639365,13.281506835771335
20643,46.8370716,13.3704357
20642,46.926163450000004,13.682932583058534
20640,46.8704513,12.8776815
20639,46.69653215,13.366197619866226
20638,46.9010217,13.470245156433272
