accent,latitude,longitude
61043,46.8129297,15.5170477
61033,46.823372449999994,15.44678412410826
61032,46.7021679,15.4001519
61030,46.79714885,15.39932818129738
61027,46.83659,15.5926514
61024,46.6904292,15.352179065726721
61021,46.8522,15.5383
61020,46.8382483,15.5025183
61019,46.7810978,15.4537634
61017,46.8691412,15.4500606
61016,46.7538916,15.4882488
61013,46.736434,15.4414048
61012,46.811407,15.5526074
61008,46.7813377,15.5881617
61007,47.0000641,15.6030244
61002,46.676506,15.401302
61001,46.9154068,15.5529107
60670,46.96298025,15.412252413485414
60669,47.0047875,15.394198241769864
60668,47.0189811,15.6870879
60667,47.02233175,15.508795149863772
60666,47.0618287,15.6084024
60665,47.0345193,15.3015808
60664,47.1231264,15.3304611
60663,47.2715315,15.3260206
60662,46.9454505,15.512775640701395
60661,47.1235207,15.6036249
60660,46.923716,15.39554476716716
60659,47.1990318,15.335976
60656,46.9260357,15.4508945
60655,46.9247164,15.4909271
60654,47.1436435,15.483534191382372
60653,47.0136807,15.55514
60651,47.226439,15.2341951
60648,47.0792405,15.3549817
60647,47.1026794,15.2189739
60646,47.1377347,15.4195952
60645,47.2178173,15.4022902
60642,47.1805259,15.4896288
60641,47.0872288,15.2800939
60639,47.0689015,15.2570385
60632,47.206807,15.3451254
60629,46.9749381,15.33376
60628,47.0769353,15.582024
60626,47.1600037,15.5349406
60624,46.9665661,15.45949716080369
60623,47.0999906,15.5562913
60619,46.990471,15.5096604
60618,46.9893679,15.3534284
60617,47.0468304,15.5124018
60613,47.1326223,15.3390907
60611,46.9969426,15.4869681
60608,47.0116701,15.4431328
60351,46.7190989,15.2702936
60350,46.8936066,15.264379
60349,46.7565426,15.2004325
60348,46.9294783,15.2536154
60347,46.7563187,15.2973585
60346,46.8233051,15.3162613
60345,46.6862611,15.245156
60344,46.8146272,15.2137799
60341,46.8307285,15.3843566
60329,46.7572571,15.2515153
60326,46.9094341,15.3359201
60324,46.858903,15.4064066
60323,46.72734175,15.293860993665886
60318,46.9427967,15.3336113
60305,46.8260137,15.2547212
60101,47.0708678,15.4382786
50628,47.3239636,12.7963165
50627,47.5220215,12.7525756
50626,47.2461482,12.2281925
50625,47.3662876,12.7357884
50624,47.284449,12.5724184
50623,47.6511097,12.7303379
50622,47.2927422,12.9632834
50621,47.288177,12.5286819
50620,47.5660104,12.7064192
50619,47.4266166,12.8481048
50618,47.3724977,12.593677672265624
50617,47.1582215,12.956604
50616,47.2921289,12.7162818
50615,47.281619,12.648169
50614,47.251607,12.2762162
50613,47.2815157,12.4837012
50612,47.4053277,12.9027126
50611,47.3611756,12.8061392
50610,47.5866984,12.6934197
50609,47.4386347,12.759888
50608,47.2985259,13.0439039
50607,47.2219102,12.1754599
50606,47.2713898,12.7573679
50605,47.2752049,12.4194693
50604,47.2256487,12.8256209
50603,47.3818943,13.0022576
50602,47.2866946,12.8241307
50601,47.2727902,12.3473963
50515,47.1519516,13.507516
50514,47.176786,13.7025238
50513,47.1124378,13.7412804
50512,47.1899261,13.6013558
50511,47.0710961,13.7489653
50510,47.1261065,13.8103817
50509,47.0989566,13.6376823
50508,47.0806102,13.6947849
50507,47.1491046,13.7930773
50506,47.0743129,13.8353664
50505,47.0982648,13.4978449
50504,47.1338713,13.6797275
50503,47.1513091,13.7456747
50502,47.1890667,13.8078214
50501,47.219060999999996,13.753125836764102
50425,47.4615532,13.2567806
50424,47.48592875,13.10635361886558
50423,47.3336293,13.3031532
50422,47.2872488,13.510597060324482
50421,47.3211088,13.151022
50420,47.3291614,13.1542777
50419,47.47832635,13.365189108522884
50418,47.3475782,13.2026049
50417,47.375287549999996,13.49121603703339
50416,47.4570287,13.205675
50415,47.3761503,13.1249445
50414,47.2305949,13.33168609534533
50413,47.14496035,13.257918938006135
50412,47.4165454,13.3068468
50411,47.2374042,13.2013974
50410,47.3187493,13.1028812
50409,47.378405,13.5492954
50408,47.30336365,13.38421569905664
50407,47.451189049999996,13.513715260042968
50406,47.4283237,13.39761695316136
50405,47.24058685,13.098596670094224
50404,47.40920615,13.218436152000923
50403,47.087112399999995,13.16085298508295
50402,47.1703104,13.1060635
50401,47.338455350000004,13.441698918286551
50339,47.8942481,13.1260778
50338,47.7986,12.9807
50337,47.8414905,13.2535481
50336,47.7170199,13.4835153
50335,47.9801512,13.2555023
50332,47.9680524,13.0779605
50331,47.9537137,13.1523589
50330,47.7670412,13.3642943
50329,47.994607,12.8795575
50328,47.8323325,13.1831669
50327,47.9380101,13.0752378
50326,47.939935,12.9461482
50325,47.9595607,13.0089196
50324,47.9450169,13.2253002
50323,47.9699824,13.1026633
50322,47.9926148,12.9554913
50321,47.8078354,13.1554315
50320,47.9568047,13.1978045
50319,47.8197109,13.2130752
50318,47.7133066,13.2881383
50317,47.8994623,13.1882214
50316,47.8511946,13.0830349
50315,47.7252029,12.9075755
50314,47.7381691,13.0394985
50313,47.9453209,12.9529286
50312,47.7963895,13.3027787
50311,47.7781258,13.2337735
50310,47.8671332,13.1231841
50309,47.7592351,13.0825458
50308,47.8674868,13.0670649
50307,47.7906849,13.175644
50306,48.0226433,13.0150921
50305,47.9837357,12.9233739
50304,47.996463,13.0621595
50303,47.8408541,13.0221612
50302,47.8801316,13.012279
50301,47.7497338,13.0638706
50213,47.6665713,13.1333527
50212,47.5845479,13.2316396
50211,47.6427509,13.2040549
50210,47.5875291,13.4607833
50209,47.716852,13.0904526
50208,47.7002276,13.0988894
50207,47.6258369,13.1451024
50206,47.7154176,13.1795114
50205,47.6821521,13.0956313
50204,47.5967154,13.1674472
50203,47.50402205,13.448640532178151
50202,47.6963575,13.1307565
50201,47.5642319,13.3460333
50101,47.7981346,13.0464806
41824,48.1642098,14.1271488
41823,48.1522388,14.030993
41822,48.1155227,14.0199015
41821,48.0789591,13.9578064
41820,48.0838623,13.8694007
41819,48.0972277,14.1100234
41818,48.1598261,14.0758845
41817,48.0702992,14.0581292
41816,48.1851073,13.9007289
41815,48.1291417,13.8431354
41814,48.1574144,13.8372064
41813,48.0988519,13.8141663
41812,48.1907992,14.1117625
41811,48.0919647,13.8724131
41810,48.2052471,13.9556822
41809,48.2230119,14.0968764
41808,48.1334587,13.9427447
41807,48.0882154,13.9470248
41806,48.0977674,13.8995169
41805,48.0433366,13.9814852
41804,48.2241613,14.0226453
41803,48.0633093,13.901416
41802,48.1307127,13.793553
41801,48.1086086,13.7915976
41752,48.0797599,13.59055006548694
41751,47.9024754,13.3187889
41750,48.1068703,13.6728906
41749,47.9020955,13.5722764
41748,47.95075345,13.400776902248147
41747,48.0022211,13.4850818
41746,48.0078587,13.6460378
41745,47.816465550000004,13.473181062166006
41744,48.0468307,13.6138269
41743,48.0015216,13.6125109
41742,47.878189750000004,13.330396925232218
41741,47.9092541,13.4540582
41740,47.8300947,13.5465849
41739,47.9539201,13.5866842
41738,48.0545249,13.7749232
41737,47.9463531,13.6035607
41736,48.076687750000005,13.794642846333826
41735,47.8228118,13.3561241
41734,47.9336035,13.4908056
41733,48.0541269,13.705389496506154
41732,48.0416013,13.7896687
41731,47.991944,13.688056
41730,48.0234116,13.744331
41729,48.07776425,13.411365052863342
41728,48.036505250000005,13.714987255411252
41727,48.0465636,13.578404053485254
41726,47.9969423,13.3696421
41725,48.0723002,13.7262089
41724,48.040517699999995,13.67654094943951
41723,48.02085625,13.467814947202752
41722,48.0957323,13.6595059
41721,47.8676472,13.4324268
41720,48.0564079,13.7607085
41719,47.9521757,13.3057993
41718,47.8832538,13.5237703
41717,48.0996136,13.7672519
41716,48.0410172,13.5377103
41715,47.8560014,13.3500658
41714,48.07126875,13.662845949249277
41713,47.9733296,13.6049039
41712,47.8323648,13.4103451
41711,47.9886346,13.5535029
41710,47.9855432,13.4191655
41709,48.0680308,13.4921448
41708,48.0228726,13.4305845
41707,48.0220048,13.7722804
41706,47.9487893,13.484796276740528
41705,47.952313,13.6727183
41704,48.0848267,13.7023591
41703,48.0114566,13.7210848
41702,47.9143904,13.5356091
41701,48.0924656,13.5661129
41628,48.5518449,14.2187287
41627,48.4667946,14.2713054
41626,48.3513494,14.161397
41624,48.2857922,14.3721272
41623,48.45848465,14.296286046742178
41622,48.5019258,14.3622859
41621,48.38470385,14.117394076653234
41620,48.5434585,14.3849807
41619,48.4580248,14.3466756
41618,48.3115806,14.2405637
41617,48.3318812,14.1757273
41616,48.4666456,14.3869533
41615,48.4645137,14.226266
41614,48.3599866,14.257648
41613,48.4130943,14.2764418
41612,48.4310651,14.113488
41611,48.4317006,14.3000344
41610,48.4420169,14.3474842
41609,48.3791617,14.1917923
41608,48.3311512,14.0994466
41607,48.3531392,14.4164196
41606,48.3448903,14.0534296
41605,48.3444529,14.4420162
41604,48.41032295,14.22972181544776
41603,48.5226514,14.2930689
41602,48.3734097,14.3485638
41601,48.4055242,14.4184468
41522,47.8572561,14.6635607
41521,48.0838067,14.3782937
41518,47.9962459,14.2597211
41517,47.9458416,14.357251
41516,48.044724,14.3091999
41515,48.0920742,14.2645752
41514,48.0217605,14.4236916
41513,48.0668691,14.1904565
41512,47.8913917,14.4604915
41511,48.0290289,14.1984423
41510,47.937321,14.6070035
41509,47.9259676,14.4322317
41508,47.9519917,14.4557065
41507,47.8862041,14.550121
41506,48.0222203,14.4077971
41505,47.8949595,14.7240481
41504,48.0911262,14.4158759
41503,48.0348017,14.2091385
41502,48.012018,14.3346263
41501,47.9920979,14.2178482
41430,48.3148386,13.6288198
41429,48.5049827,13.483691048803827
41428,48.43897,13.82196
41427,48.5277378,13.6513849
41426,48.4100785,13.5375533
41425,48.4106552,13.4291104
41424,48.3962298,13.59831
41423,48.5195888,13.4972841
41422,48.4569975,13.4318
41421,48.3601879,13.6875134
41420,48.4820952,13.6106512
41419,48.387705,13.4502319
41418,48.4421593,13.4426943
41417,48.48072,13.73555
41416,48.3007377,13.6353662
41415,48.455142,13.534315
41414,48.352497,13.645552
41413,48.4845487,13.570698
41412,48.350466,13.4937017
41411,48.43985,13.65934
41410,48.5659348,13.5123039
41409,48.5439116,13.5703877
